symbol,bars,close,rsi,rsi_state,rsi_trend,rsi_div,stoch_k,stoch_d,stoch_cross,stoch_state,stoch_div,bb_pos,bb_width_pct,bb_squeeze,bb_state,ichi_price_cloud,ichi_tk,ichi_chikou,ichi_twist_ahead,cci,cci_state,williams_r,wr_state,obv_trend,obv_div,mfi,mfi_state,macd,macd_signal,macd_hist,macd_pos,macd_hist_state,macd_cross,macd_zero,ema20,ema50,ema200,ema_alignment,ema200_slope,px_vs_e20,px_vs_e50,px_vs_e200,adx,adx_regime,di,adx_dir,supertrend,supertrend_flip,atr,atr_pct,atr_state,vwap20,px_vs_vwap,vwap_dist_pct,pivot_P,pivot_R1,pivot_S1,wpivot_R1,wpivot_S1,px_vs_wpivot
NRL,351,107.84,83.0,overbought,flat,none,83.4,89.5,bear,overbought,none,above_mid,42.51,False,expanding,above,bullish,above,none,77.8,above0,-19.0,overbought,rising,none,80.0,neutral,9.214,8.255,0.959,above_signal,contracting_pos,none,above,95.41,81.57,67.26,bullish,rising,above,above,above,58.1,trending,+DI>-DI,rising,green_buy,none,4.8,4.45,expanding,94.7,above,13.87,106.83,111.01,103.66,103.43,94.63,above_R2
MODISONLTD,351,295.4,50.5,neutral,rising,none,36.5,28.2,bull,neutral,none,below_mid,20.62,True,expanding,above,bearish,below,none,-22.3,below0,-63.0,neutral,falling,none,47.6,neutral,1.992,5.299,-3.307,below_signal,contracting_neg,none,above,297.68,273.29,199.93,bullish,rising,below,above,above,29.1,trending,+DI>-DI,falling,red_sell,none,15.57,5.27,contracting,309.89,below,-4.68,300.28,306.87,288.82,308.47,285.52,mid_range
IDEAFORGE,352,843.75,47.6,neutral,flat,none,47.0,60.9,bear,neutral,none,below_mid,13.77,True,contracting,inside,bullish,below,none,-27.4,below0,-65.2,neutral,rising,none,65.4,neutral,7.771,10.065,-2.294,below_signal,expanding_neg,bear,above,862.54,815.13,623.09,bullish,rising,below,above,above,17.1,choppy,-DI>+DI,falling,green_buy,none,43.29,5.13,contracting,861.53,below,-2.06,840.25,858.5,825.5,927.3,847.65,below_S1
PARACABLES,352,64.35,45.5,neutral,falling,bearish,12.3,13.3,none,oversold,bearish,below_mid,15.5,True,contracting,above,bearish,above,none,-83.7,below0,-97.0,oversold,falling,bullish,65.6,neutral,0.202,1.163,-0.961,below_signal,expanding_neg,none,above,67.01,62.78,50.77,bullish,rising,below,above,above,13.1,choppy,-DI>+DI,falling,green_buy,none,3.34,5.19,contracting,69.7,below,-7.67,64.89,65.77,63.47,72.86,62.52,mid_range
KRN,352,1249.9,54.5,neutral,rising,none,76.9,75.0,none,neutral,none,above_mid,9.28,True,expanding,above,bullish,above,bull,129.5,strong_up,-50.1,neutral,rising,none,60.4,neutral,17.097,14.232,2.865,above_signal,contracting_pos,bull,above,1231.86,1192.41,1012.35,bullish,rising,above,above,above,10.4,choppy,+DI>-DI,rising,green_buy,none,53.9,4.31,expanding,1235.36,above,1.18,1262.0,1297.9,1214.0,1266.93,1187.93,mid_range
POWERINDIA,352,32075.0,43.1,neutral,rising,none,54.7,52.8,none,neutral,none,below_mid,17.54,True,contracting,inside,bearish,below,bear,-46.8,below0,-67.3,neutral,falling,none,41.1,neutral,-518.911,-505.405,-13.506,below_signal,expanding_neg,bear,below,33297.88,33179.96,26969.09,bullish,rising,below,below,above,18.1,choppy,-DI>+DI,falling,red_sell,none,1324.24,4.13,contracting,33104.71,below,-3.11,32505.0,33110.0,31470.0,33325.0,31480.0,mid_range
SKYGOLD,352,621.3,69.9,neutral,rising,none,84.6,85.7,none,overbought,none,above_mid,35.34,False,expanding,above,bullish,above,none,82.3,above0,-19.0,overbought,rising,none,85.7,overbought,32.22,27.36,4.86,above_signal,contracting_pos,none,above,579.03,529.63,423.64,bullish,rising,above,above,above,35.0,trending,+DI>-DI,rising,green_buy,none,27.61,4.44,expanding,558.24,above,11.3,618.88,635.22,604.97,661.88,561.93,mid_range
JAYBARMARU,351,170.79,51.0,neutral,falling,bearish,34.7,58.7,bear,neutral,bearish,below_mid,24.93,True,contracting,above,bullish,above,none,-16.6,below0,-92.8,oversold,rising,none,73.0,neutral,11.047,13.425,-2.378,below_signal,expanding_neg,bear,above,175.3,151.98,112.63,bullish,rising,below,above,above,55.0,trending,+DI>-DI,falling,green_buy,none,10.15,5.94,expanding,179.73,below,-4.97,172.74,174.7,168.84,197.78,174.39,below_S1
HIRECT,352,1244.5,64.2,neutral,rising,bearish,77.6,66.6,none,neutral,bearish,above_mid,25.64,False,expanding,above,bearish,above,none,157.2,strong_up,-38.8,neutral,rising,none,88.0,overbought,29.382,13.616,15.766,above_signal,expanding_pos,bull,above,1134.22,1072.92,880.08,bullish,rising,above,above,above,27.1,trending,+DI>-DI,rising,green_buy,none,68.06,5.47,expanding,1254.81,below,-0.82,1250.93,1278.47,1216.97,1116.27,997.47,above_R2
543828,350,40.0,56.6,neutral,falling,none,75.4,85.8,bear,neutral,none,above_mid,12.72,True,contracting,above,bullish,above,none,40.9,above0,-35.1,neutral,rising,none,62.5,neutral,1.327,1.42,-0.094,below_signal,expanding_neg,bear,above,39.4,36.6,31.02,bullish,rising,above,above,above,25.7,trending,+DI>-DI,rising,green_buy,none,1.85,4.63,contracting,39.45,above,1.39,40.55,41.09,39.45,41.22,38.45,mid_range
INDOBORAX,351,465.7,70.4,overbought,falling,none,65.2,73.9,bear,neutral,none,above_mid,35.71,False,expanding,above,bullish,above,none,89.1,above0,-26.1,neutral,rising,none,73.4,neutral,29.618,26.045,3.572,above_signal,contracting_pos,none,above,420.36,373.57,293.12,bullish,rising,above,above,above,65.6,trending,+DI>-DI,falling,green_buy,none,24.24,5.2,expanding,417.88,above,11.44,459.33,476.37,448.67,480.13,411.78,mid_range
WHEELS,352,1472.1,44.6,neutral,rising,none,15.9,15.9,bear,oversold,none,below_mid,26.48,True,expanding,inside,bearish,below,none,-68.3,below0,-85.5,oversold,rising,bullish,29.7,neutral,-21.77,-7.01,-14.76,below_signal,contracting_neg,none,below,1523.49,1479.75,1153.79,bullish,rising,below,below,above,20.8,transitional,-DI>+DI,falling,red_sell,none,75.88,5.15,contracting,1613.47,below,-8.76,1470.67,1491.03,1451.73,1559.63,1440.83,mid_range
539730,352,955.2,61.2,neutral,rising,none,82.1,80.0,none,overbought,none,above_mid,19.16,True,contracting,above,bullish,above,none,86.3,above0,-25.0,neutral,rising,none,50.7,neutral,33.86,28.103,5.757,above_signal,contracting_pos,bull,above,898.87,837.88,650.22,bullish,rising,above,above,above,16.5,choppy,+DI>-DI,rising,green_buy,none,46.6,4.88,expanding,897.85,above,6.39,965.73,988.47,932.47,891.66,827.26,above_R2
ADANIENSOL,352,1722.6,71.9,overbought,flat,none,84.6,84.4,none,overbought,none,above_mid,19.74,True,expanding,above,bullish,above,none,133.2,strong_up,-12.2,overbought,rising,none,90.7,overbought,57.689,48.386,9.303,above_signal,expanding_pos,none,above,1610.85,1507.74,1208.3,bullish,rising,above,above,above,36.1,trending,+DI>-DI,rising,green_buy,none,57.5,3.34,expanding,1591.84,above,8.21,1723.6,1756.7,1689.5,1720.33,1579.33,above_R1
RISHABH,350,656.1,66.0,neutral,falling,none,68.9,69.0,bear,neutral,bearish,above_mid,23.37,False,contracting,above,bullish,above,none,54.6,above0,-29.4,neutral,rising,none,77.0,neutral,29.144,29.429,-0.286,below_signal,expanding_neg,bear,above,624.9,574.07,463.04,bullish,rising,above,above,above,44.1,trending,+DI>-DI,rising,green_buy,none,29.81,4.54,contracting,641.79,above,2.23,662.52,672.48,646.13,697.45,622.1,mid_range
BAJAJCON,352,525.65,34.9,neutral,falling,none,6.8,16.9,none,oversold,none,below_lower,22.25,False,expanding,inside,bearish,below,none,-184.4,strong_down,-98.1,oversold,falling,none,49.4,neutral,-0.187,12.114,-12.3,below_signal,expanding_neg,bear,below,595.35,567.2,423.34,bullish,rising,below,below,above,36.2,trending,-DI>+DI,falling,red_sell,sell_flip,30.99,5.9,expanding,612.11,below,-14.12,534.4,546.3,513.75,696.57,627.22,below_S1
LLOYDSENGG,352,88.56,57.7,neutral,falling,bearish,54.9,55.2,bear,neutral,bearish,above_mid,11.92,True,contracting,above,bullish,above,none,9.2,above0,-46.4,neutral,rising,bullish,66.2,neutral,3.152,3.506,-0.354,below_signal,expanding_neg,none,above,85.69,78.28,64.38,bullish,rising,above,above,above,37.2,trending,+DI>-DI,falling,green_buy,none,4.36,4.92,contracting,88.02,above,0.61,87.72,89.79,86.48,95.13,83.54,mid_range
ASTRAMICRO,352,1720.8,56.2,neutral,falling,none,31.1,33.0,none,neutral,none,below_mid,12.35,True,contracting,above,bullish,above,none,-18.9,below0,-74.0,neutral,flat,bullish,65.2,neutral,66.38,92.706,-26.326,below_signal,expanding_neg,none,above,1713.42,1541.2,1193.33,bullish,rising,above,above,above,34.1,trending,-DI>+DI,falling,green_buy,none,67.13,3.9,expanding,1747.66,below,-1.54,1710.9,1739.9,1691.8,1859.57,1759.27,below_S1
BALAMINES,352,2289.1,57.3,neutral,rising,none,78.5,79.0,none,neutral,none,above_mid,26.85,True,expanding,above,bullish,above,none,81.1,above0,-28.4,neutral,rising,none,84.2,overbought,99.204,95.309,3.896,above_signal,contracting_pos,none,above,2209.22,1994.9,1558.22,bullish,rising,above,above,above,27.8,trending,+DI>-DI,rising,green_buy,none,118.6,5.18,contracting,2214.89,above,3.35,2314.03,2364.07,2239.07,2537.57,2174.67,mid_range
AEGISLOG,351,1349.1,66.4,neutral,falling,none,68.8,62.5,bull,neutral,none,above_mid,33.26,True,contracting,above,bullish,above,none,38.2,above0,-25.2,neutral,rising,bullish,71.6,neutral,99.448,109.989,-10.541,below_signal,contracting_neg,none,above,1218.15,1040.64,824.75,bullish,rising,above,above,above,49.3,trending,+DI>-DI,falling,green_buy,none,79.67,5.91,expanding,1226.74,above,9.97,1333.37,1373.73,1308.73,1381.33,1153.03,mid_range
KOTYARK,352,34.55,38.4,neutral,falling,none,13.0,10.0,bull,oversold,none,below_mid,38.38,False,expanding,below,bearish,below,bear,-76.6,below0,-83.3,oversold,falling,bullish,48.6,neutral,-1.189,-0.697,-0.492,below_signal,contracting_neg,none,below,36.79,37.09,32.93,mixed,rising,below,below,above,15.6,choppy,-DI>+DI,falling,red_sell,none,2.02,5.85,expanding,39.39,below,-12.29,34.46,35.68,33.34,38.97,33.07,mid_range
E2E,352,404.95,53.2,neutral,rising,none,79.1,69.5,none,neutral,none,above_mid,18.49,True,contracting,above,bearish,above,none,60.7,above0,-48.7,neutral,rising,none,53.2,neutral,4.518,3.755,0.763,above_signal,contracting_pos,bull,above,398.43,378.03,305.24,bullish,rising,above,above,above,18.3,choppy,+DI>-DI,rising,red_sell,none,22.4,5.53,expanding,410.31,below,-1.31,416.43,430.52,390.87,419.27,371.27,mid_range
SGMART,210,635.85,56.5,neutral,falling,none,55.7,58.0,bear,neutral,none,above_mid,17.83,False,expanding,above,bullish,above,none,91.7,above0,-46.4,neutral,rising,none,80.8,overbought,14.597,13.053,1.544,above_signal,contracting_pos,none,above,622.44,596.41,491.93,bullish,flat,above,above,above,31.5,trending,+DI>-DI,falling,green_buy,none,31.35,4.93,expanding,644.34,below,-1.32,644.95,656.9,623.9,702.32,600.27,mid_range
SEDEMAC,89,2712.3,52.8,neutral,falling,none,23.0,25.6,none,neutral,none,below_mid,11.36,True,contracting,above,bearish,above,none,-37.8,below0,-68.2,neutral,falling,none,56.6,neutral,51.224,86.001,-34.777,below_signal,contracting_neg,none,above,2709.01,2496.96,,n/a (short),n/a,above,above,n/a,35.4,trending,+DI>-DI,falling,green_buy,none,117.56,4.33,contracting,2793.36,below,-2.9,2703.03,2759.07,2656.27,2894.17,2631.47,mid_range
APOLLOPIPE,352,499.5,53.5,neutral,rising,none,69.3,74.1,bear,neutral,none,above_mid,11.43,True,expanding,above,bearish,above,bear,68.0,above0,-40.8,neutral,rising,none,60.1,neutral,4.63,2.039,2.591,above_signal,contracting_pos,none,above,494.06,483.32,418.69,bullish,rising,above,above,above,20.7,transitional,+DI>-DI,rising,green_buy,none,18.79,3.76,expanding,493.37,above,1.24,502.0,512.5,489.0,535.4,475.4,mid_range
ACMESOLAR,352,385.25,62.1,neutral,rising,none,79.2,77.9,none,neutral,none,above_mid,14.95,True,contracting,above,bullish,above,none,41.3,above0,-36.1,neutral,rising,none,69.9,neutral,13.378,14.012,-0.634,below_signal,expanding_neg,none,above,372.68,345.72,287.95,bullish,rising,above,above,above,46.7,trending,+DI>-DI,rising,green_buy,none,14.92,3.87,expanding,374.56,above,2.85,386.97,395.78,376.43,390.1,362.7,mid_range
APARINDS,352,13836.0,44.0,neutral,rising,none,22.7,18.7,bull,neutral,none,below_mid,28.36,False,expanding,above,bearish,below,none,-51.6,below0,-84.0,oversold,falling,none,19.2,oversold,-182.862,-16.592,-166.27,below_signal,contracting_neg,none,below,14390.4,13955.61,11243.62,bullish,rising,below,below,above,25.9,trending,-DI>+DI,falling,red_sell,none,631.01,4.56,contracting,15017.57,below,-7.87,13924.67,14109.33,13651.33,14781.67,13367.67,mid_range
SANSERA,352,3218.8,59.3,neutral,flat,bearish,58.9,61.5,bear,neutral,bearish,above_mid,8.97,True,contracting,above,bullish,above,none,21.2,above0,-49.1,neutral,falling,bearish,63.7,neutral,88.768,98.545,-9.778,below_signal,expanding_neg,none,above,3159.51,2956.45,2300.03,bullish,rising,above,above,above,33.7,trending,+DI>-DI,rising,green_buy,none,110.75,3.44,contracting,3154.4,above,2.04,3234.6,3284.2,3169.2,3405.0,3137.0,mid_range
SKMEGGPROD,352,318.95,58.5,neutral,falling,none,53.8,67.0,bear,neutral,none,above_mid,38.97,False,contracting,above,bullish,above,none,28.6,above0,-62.3,neutral,rising,none,80.2,overbought,25.064,26.199,-1.135,below_signal,expanding_neg,bear,above,306.24,263.92,202.95,bullish,rising,above,above,above,49.8,trending,+DI>-DI,falling,green_buy,none,20.47,6.42,expanding,308.91,above,3.25,321.93,330.37,310.52,333.67,300.42,mid_range
PARAS,352,1176.3,48.4,neutral,falling,none,11.5,14.2,none,oversold,none,below_mid,18.34,True,contracting,above,bullish,above,none,-49.3,below0,-94.4,oversold,falling,none,65.6,neutral,31.617,59.069,-27.452,below_signal,expanding_neg,none,above,1217.25,1098.82,844.28,bullish,rising,below,above,above,30.3,trending,+DI>-DI,falling,green_buy,none,63.46,5.39,contracting,1291.65,below,-8.93,1178.87,1195.63,1159.53,1380.77,1159.67,mid_range
GAYAPROJ,352,22.12,55.0,neutral,rising,none,59.8,57.0,none,neutral,none,above_mid,14.58,True,contracting,above,bearish,above,none,9.2,above0,-28.7,neutral,rising,none,58.3,neutral,0.117,0.189,-0.072,below_signal,contracting_neg,none,above,21.62,20.67,15.85,bullish,rising,above,above,above,18.0,choppy,+DI>-DI,falling,red_sell,none,1.27,5.76,expanding,21.8,above,1.49,21.97,22.53,21.57,22.53,19.7,mid_range
SPARC,352,235.2,47.3,neutral,falling,none,33.5,41.4,none,neutral,bearish,below_mid,25.4,True,expanding,above,bullish,above,none,-39.1,below0,-88.4,oversold,rising,none,75.7,neutral,9.081,12.307,-3.226,below_signal,expanding_neg,bear,above,245.22,221.65,171.88,bullish,rising,below,above,above,39.7,trending,+DI>-DI,falling,green_buy,none,13.43,5.71,expanding,253.65,below,-7.27,237.95,247.74,225.4,288.73,240.73,below_S1
BUILDPRO,129,1233.4,63.5,neutral,rising,none,70.3,74.1,none,neutral,none,above_mid,40.75,False,expanding,above,bullish,above,bull,96.7,above0,-33.5,neutral,rising,none,91.7,overbought,51.817,27.739,24.078,above_signal,contracting_pos,none,above,1145.15,1101.42,,n/a (short),n/a,above,above,n/a,28.0,trending,+DI>-DI,rising,green_buy,none,57.61,4.67,expanding,1191.65,above,3.5,1229.77,1246.83,1216.33,1353.0,1060.0,mid_range
DATAPATTNS,352,4085.8,38.4,neutral,falling,none,5.7,6.7,bear,oversold,none,below_mid,18.95,True,expanding,inside,bearish,below,none,-111.4,strong_down,-96.2,oversold,falling,none,41.8,neutral,-55.77,6.133,-61.902,below_signal,expanding_neg,none,below,4340.44,4238.55,3480.25,bullish,rising,below,below,above,17.0,choppy,-DI>+DI,rising,red_sell,sell_flip,167.29,4.09,contracting,4512.04,below,-9.45,4115.23,4169.47,4031.57,4587.0,4170.0,below_S1
GAUDIUMIVF,96,143.78,74.8,overbought,rising,none,92.9,90.4,bull,overbought,none,above_upper,33.03,False,expanding,above,bullish,above,bull,172.3,strong_up,-0.0,overbought,rising,none,88.4,overbought,7.094,4.515,2.579,above_signal,expanding_pos,none,above,122.84,114.74,,n/a (short),n/a,above,above,n/a,28.6,trending,+DI>-DI,rising,green_buy,none,5.8,4.03,expanding,125.1,above,14.93,141.7,145.86,139.63,132.1,112.14,above_R2
GCSL,215,525.7,75.7,overbought,flat,none,91.9,91.3,bull,overbought,none,above_mid,33.11,False,expanding,above,bullish,above,none,115.4,strong_up,-2.1,overbought,rising,none,77.5,neutral,26.354,22.144,4.211,above_signal,expanding_pos,none,above,476.55,438.43,371.57,bullish,flat,above,above,above,34.6,trending,+DI>-DI,rising,green_buy,none,18.39,3.5,expanding,474.18,above,10.86,520.33,533.37,512.67,506.28,471.93,above_R2
INOXINDIA,351,1980.2,58.3,neutral,rising,bearish,77.9,61.6,bull,neutral,bearish,above_mid,12.92,True,contracting,above,bearish,above,none,34.5,above0,-21.9,neutral,rising,none,60.4,neutral,59.452,65.284,-5.832,below_signal,contracting_neg,none,above,1897.59,1756.67,1418.49,bullish,rising,above,above,above,30.8,trending,+DI>-DI,falling,green_buy,none,97.11,4.9,contracting,1927.53,above,2.73,1971.87,2016.73,1935.33,2078.53,1832.93,mid_range
WABAG,352,1991.1,50.3,neutral,falling,bearish,25.8,41.3,bear,neutral,bearish,below_mid,12.26,True,contracting,above,bullish,above,none,-28.6,below0,-91.4,oversold,falling,none,56.6,neutral,88.474,120.162,-31.688,below_signal,expanding_neg,none,above,2037.38,1838.64,1528.4,bullish,rising,below,above,above,46.4,trending,+DI>-DI,falling,green_buy,none,95.65,4.8,expanding,2102.78,below,-5.31,2004.47,2042.63,1952.93,2301.13,2088.13,below_S1
ANTELOPUS,352,820.8,52.3,neutral,flat,none,43.8,56.6,bear,neutral,none,above_mid,8.18,True,contracting,inside,bullish,below,none,8.9,above0,-58.0,neutral,rising,none,46.2,neutral,10.013,9.941,0.072,above_signal,contracting_pos,bull,above,816.15,782.31,653.08,bullish,rising,above,above,above,18.2,choppy,+DI>-DI,rising,red_sell,none,40.25,4.9,expanding,817.78,above,0.37,817.13,833.62,804.32,851.0,787.35,mid_range
CONSOFINVT,350,279.01,74.4,overbought,rising,bullish,79.5,81.0,none,neutral,bullish,above_mid,34.27,False,expanding,above,bullish,above,bull,157.5,strong_up,-12.5,overbought,rising,bullish,94.8,overbought,12.396,7.78,4.617,above_signal,contracting_pos,none,above,249.95,237.48,214.28,bullish,rising,above,above,above,53.1,trending,+DI>-DI,rising,green_buy,none,12.14,4.35,expanding,256.75,above,8.67,277.01,283.99,272.03,279.89,235.89,mid_range
J&KBANK,352,182.69,64.2,neutral,flat,none,59.4,58.2,bull,neutral,bearish,above_mid,25.14,False,expanding,above,bullish,above,none,105.4,strong_up,-37.3,neutral,rising,none,69.3,neutral,7.91,6.919,0.991,above_signal,contracting_pos,none,above,170.04,156.99,128.95,bullish,rising,above,above,above,42.5,trending,+DI>-DI,rising,green_buy,none,7.57,4.14,expanding,173.99,above,5.0,181.63,186.26,178.06,208.87,169.32,mid_range
NITINSPIN,351,550.35,52.0,neutral,flat,none,38.5,43.8,bear,neutral,none,below_mid,5.96,True,contracting,above,bearish,above,none,-44.2,below0,-63.9,neutral,falling,bullish,39.2,neutral,5.437,8.133,-2.696,below_signal,contracting_neg,none,above,550.23,525.4,431.71,bullish,rising,above,above,above,45.0,trending,+DI>-DI,falling,green_buy,none,20.42,3.71,contracting,555.98,below,-1.01,547.45,555.9,541.9,564.28,527.73,mid_range
SHREEJISPG,223,596.3,79.1,overbought,rising,none,97.9,97.0,none,overbought,none,above_mid,30.01,False,expanding,above,bullish,above,none,139.1,strong_up,-0.3,overbought,rising,none,90.4,overbought,31.444,24.1,7.344,above_signal,contracting_pos,none,above,535.11,490.06,394.13,bullish,rising,above,above,above,50.3,trending,+DI>-DI,rising,green_buy,none,16.16,2.71,expanding,529.83,above,12.55,593.67,599.33,590.63,571.3,514.6,above_R2
SENORES,352,1405.1,61.6,neutral,flat,bearish,74.6,82.3,bear,neutral,none,above_mid,19.41,True,expanding,above,bullish,above,none,36.0,above0,-49.7,neutral,rising,none,62.5,neutral,70.076,72.67,-2.594,below_signal,expanding_neg,bear,above,1365.47,1230.87,947.37,bullish,rising,above,above,above,50.1,trending,+DI>-DI,falling,green_buy,none,57.38,4.08,expanding,1369.76,above,2.58,1419.93,1447.07,1377.97,1499.27,1324.97,mid_range
TDPOWERSYS,352,1127.7,44.6,neutral,rising,none,36.1,35.5,none,neutral,bullish,below_mid,25.61,False,expanding,inside,bearish,above,bear,-75.9,below0,-71.5,neutral,rising,none,42.6,neutral,-26.625,-23.556,-3.069,below_signal,contracting_neg,none,below,1167.12,1170.02,940.65,mixed,rising,below,below,above,18.2,choppy,-DI>+DI,falling,red_sell,none,60.38,5.35,contracting,1187.17,below,-5.01,1122.23,1142.37,1107.57,1198.13,1086.13,mid_range
SPECTRUM,350,1959.3,60.2,neutral,falling,none,52.7,56.1,bear,neutral,none,above_mid,19.92,True,contracting,above,bullish,above,none,31.6,above0,-53.5,neutral,falling,none,75.6,neutral,94.338,99.931,-5.592,below_signal,expanding_neg,bear,above,1886.43,1713.35,1495.25,bullish,rising,above,above,above,50.8,trending,+DI>-DI,rising,green_buy,none,110.7,5.65,contracting,1986.92,below,-1.39,1968.63,1990.57,1937.37,2137.23,1768.73,mid_range
QPOWER,346,1163.0,46.8,neutral,rising,none,62.3,63.4,bear,neutral,none,below_mid,18.97,True,contracting,above,bearish,below,bull,-36.9,below0,-45.3,neutral,rising,none,27.9,neutral,-1.331,1.098,-2.43,below_signal,expanding_neg,none,below,1187.12,1165.57,975.07,bullish,rising,below,below,above,19.1,choppy,-DI>+DI,falling,red_sell,none,59.28,5.1,contracting,1204.35,below,-3.43,1169.07,1202.93,1129.13,1259.73,1117.43,mid_range
